length,common_edges,common_nodes,common_edges_mean,common_nodes_mean
39903.8305001472,0.23,0.51,0.23579000000000003,0.54155
36855.223551044386,0.26,0.52,0.25161,0.5466400000000001
39204.80960914644,0.355,0.54,0.25137,0.5436700000000001
40434.559239888345,0.285,0.55,0.231875,0.5434599999999999
38882.55474886669,0.185,0.52,0.23047499999999999,0.5465
37654.943530768694,0.335,0.56,0.24264499999999997,0.54476
39410.95054419918,0.245,0.55,0.24131,0.54071
35900.173939920496,0.41,0.68,0.24479,0.54488
39461.89347484578,0.34,0.53,0.23470999999999997,0.5373600000000001
39515.87181670403,0.23,0.53,0.23227,0.54635
38545.24878747556,0.295,0.59,0.239235,0.54418
37444.50739875352,0.2,0.58,0.25432499999999997,0.5445800000000001
40788.640410672844,0.275,0.52,0.22777,0.5388300000000001
38656.46466680253,0.23,0.52,0.24633,0.5406700000000001
40301.06342504551,0.265,0.56,0.22812000000000002,0.5415
37357.47473203005,0.25,0.57,0.24109,0.54319
36600.798254899564,0.285,0.52,0.24917,0.5441600000000001
40114.750217329885,0.26,0.53,0.24046,0.5421800000000001
37661.92323332562,0.37,0.57,0.24469,0.54764
40901.3384282944,0.285,0.52,0.23175,0.53728
40234.40498288855,0.235,0.56,0.22392,0.5428499999999999
38260.50868490347,0.225,0.51,0.240005,0.5441400000000001
36825.267374690506,0.31,0.52,0.24580000000000002,0.54411
39540.01297714864,0.26,0.54,0.22770500000000002,0.53962
38929.79796154519,0.305,0.53,0.23018,0.5424800000000001
38551.47494899166,0.26,0.51,0.247005,0.5404000000000001
38251.875407381114,0.36,0.55,0.240545,0.54344
37667.75387213328,0.29,0.54,0.23212,0.54562
38676.81119834924,0.21,0.6,0.236405,0.54338
38624.55933413568,0.25,0.59,0.24324500000000002,0.5433300000000001
36914.45533719963,0.23,0.52,0.24637,0.54626
37916.50803057388,0.22,0.52,0.23165500000000003,0.54439
39249.535690457924,0.245,0.52,0.23958000000000002,0.54095
40089.84697788404,0.27,0.51,0.242045,0.5424800000000001
37202.76858957723,0.3,0.57,0.24154000000000003,0.54784
35878.20784123386,0.295,0.5,0.251865,0.5474
38207.64840222093,0.29,0.51,0.23564500000000002,0.5444500000000001
38524.73462478446,0.36,0.61,0.246125,0.54175
38006.50479492818,0.31,0.54,0.24688000000000002,0.54333
39781.58491572896,0.29,0.53,0.24139,0.5438299999999999
37085.31360295524,0.245,0.64,0.252625,0.54372
37988.266571194836,0.22,0.59,0.24447500000000003,0.5410799999999999
39863.72477544269,0.285,0.54,0.248125,0.54304
37391.424066431886,0.275,0.57,0.24815500000000001,0.5497000000000001
39042.567705919806,0.335,0.54,0.23867499999999997,0.5452899999999999
37548.86385399685,0.19,0.56,0.24967499999999998,0.54223
36502.73525210521,0.25,0.53,0.24290500000000004,0.54273
38896.468498541464,0.345,0.52,0.232495,0.5394599999999999
38471.778170233694,0.355,0.51,0.24203500000000003,0.54166
39081.822523994095,0.285,0.53,0.242045,0.5436200000000001
40551.86811908227,0.255,0.55,0.225875,0.5415800000000001
37950.88223831201,0.255,0.59,0.240515,0.54139
36572.196740385305,0.3,0.53,0.25227,0.5440499999999999
38295.23811692283,0.295,0.54,0.24137,0.54106
39824.995455896984,0.245,0.52,0.24009500000000003,0.5393000000000001
35714.068977645366,0.295,0.52,0.2631800000000001,0.54553
38103.00953366961,0.31,0.56,0.25219,0.54359
36861.97399557501,0.26,0.53,0.249485,0.5461400000000001
40580.812179660206,0.305,0.54,0.232955,0.5391699999999999
37811.65186667703,0.295,0.55,0.24671500000000005,0.5441500000000001
38574.12312077699,0.31,0.54,0.24092000000000002,0.5414800000000001
39508.10455240871,0.215,0.51,0.23323000000000002,0.5396099999999999
39184.838032561645,0.245,0.54,0.24568,0.54647
38307.21758661771,0.315,0.51,0.244065,0.54307
38367.02061310827,0.32,0.53,0.240635,0.5390999999999999
38346.83847170528,0.275,0.54,0.251735,0.5428799999999999
38329.101312784755,0.24,0.53,0.2374,0.54098
39503.134823189714,0.21,0.58,0.23469,0.5396400000000001
39022.7496241121,0.235,0.57,0.245065,0.54518
39669.59164209654,0.24,0.51,0.24221,0.54102
39552.07812157244,0.235,0.52,0.240515,0.54532
39186.03843682258,0.23,0.58,0.24617000000000003,0.54086
39919.65571019584,0.28,0.53,0.23193,0.5426299999999998
39626.448763683664,0.31,0.6,0.23579999999999998,0.5409299999999999
38618.63469249387,0.36,0.59,0.23186500000000002,0.54124
40721.71175443797,0.38,0.54,0.229415,0.54071
38853.22928433004,0.235,0.54,0.24766500000000002,0.5406400000000001
39486.12501441095,0.285,0.52,0.244255,0.54099
36527.41892307548,0.31,0.51,0.26137,0.54769
38153.08244918272,0.295,0.55,0.23598000000000002,0.54098
36949.927592644395,0.265,0.55,0.24785,0.5432899999999999
41028.99792320865,0.285,0.53,0.23199,0.5429200000000001
36721.13753637561,0.29,0.52,0.2553,0.54748
37959.86928291335,0.35,0.55,0.243545,0.5455800000000001
36865.1045375993,0.225,0.56,0.24754500000000002,0.5461800000000001
41004.63215085736,0.325,0.54,0.24235500000000001,0.54101
37802.55952587142,0.23,0.6,0.23884000000000002,0.5419400000000001
39194.31071555031,0.32,0.56,0.23371,0.5429200000000001
39195.87876502717,0.31,0.55,0.2369,0.54173
38379.15687115275,0.3,0.52,0.24407500000000001,0.53939
38903.97065350812,0.2,0.59,0.242875,0.54055
37614.720479726646,0.255,0.54,0.23057,0.544
40311.677969028315,0.295,0.5,0.23053000000000004,0.54262
37885.859240886304,0.31,0.52,0.24885500000000002,0.54438
37271.093883527414,0.27,0.55,0.235245,0.5435999999999999
37971.94193753839,0.255,0.55,0.25106,0.54446
40537.38195542202,0.295,0.53,0.238405,0.5390199999999999
39322.32357175474,0.245,0.56,0.24134,0.54319
38014.66484576899,0.275,0.55,0.246275,0.5436
39328.78575670926,0.295,0.56,0.24044,0.5406400000000001
39213.03199446848,0.27,0.51,0.22177500000000003,0.53934
37467.493415606026,0.28,0.59,0.24455000000000002,0.5462400000000001
38756.14260188831,0.27,0.56,0.24104499999999998,0.5428
38074.51430781619,0.285,0.54,0.24588,0.54141
40120.818453928005,0.215,0.51,0.232185,0.5403
39971.996519520966,0.31,0.51,0.235065,0.54213
39362.37618016386,0.265,0.56,0.23904,0.54147
37487.92548324233,0.235,0.51,0.24397,0.54376
37336.713601851116,0.275,0.5,0.247755,0.5412899999999999
38265.217747847026,0.23,0.57,0.23245,0.54527
37765.82508932233,0.275,0.62,0.249595,0.54612
37943.716007069204,0.275,0.56,0.23827,0.54435
43490.64266043258,0.23,0.54,0.21853,0.5365599999999999
37038.47055818427,0.33,0.5,0.25188,0.5471900000000001
37342.555320613814,0.28,0.58,0.24384,0.54119
38616.3945855386,0.245,0.54,0.24264,0.5414100000000001
37732.858890720134,0.29,0.6,0.246995,0.54112
38318.59763902295,0.22,0.57,0.24638000000000002,0.54075
37367.38584912189,0.275,0.54,0.248495,0.5451600000000001
39864.48985275562,0.275,0.56,0.230185,0.54259
39635.92356474868,0.19,0.54,0.23845499999999997,0.54477
37850.70161007804,0.295,0.52,0.244635,0.54611
38145.4041140801,0.31,0.56,0.24387999999999999,0.54452
38093.99511894193,0.285,0.54,0.242045,0.54173
36869.1185726219,0.29,0.55,0.25736000000000003,0.5417799999999999
37550.026298770696,0.32,0.53,0.2507,0.54568
37669.73291836926,0.26,0.55,0.23872,0.54203
40474.40346979481,0.29,0.56,0.231905,0.5383800000000001
41317.12996079659,0.32,0.52,0.226875,0.5418099999999999
38833.503638684386,0.295,0.56,0.251765,0.54661
38933.782258491716,0.295,0.54,0.243125,0.5424499999999999
38639.6494993481,0.265,0.52,0.24916000000000002,0.54019
40773.19654974223,0.215,0.61,0.236495,0.5413300000000001
39336.445916550496,0.205,0.62,0.2382,0.53786
39993.680795672655,0.19,0.57,0.24895,0.54337
36452.59123413039,0.245,0.54,0.25001,0.54396
38944.00387200687,0.26,0.53,0.23804000000000003,0.5424
37187.5070974345,0.305,0.57,0.25111500000000003,0.54452
39592.78054192095,0.355,0.57,0.23289500000000002,0.54212
39775.83830833841,0.23,0.52,0.237375,0.54064
37112.86445950037,0.385,0.51,0.24543,0.54296
39878.84829975061,0.28,0.54,0.23631,0.54295
36577.71883242551,0.315,0.57,0.250895,0.54149
38368.16193760397,0.25,0.59,0.24391,0.54268
37463.9694273862,0.27,0.53,0.24331999999999998,0.54225
38291.49159979707,0.315,0.51,0.24294000000000002,0.53896
38266.90054378932,0.305,0.56,0.2414,0.5431399999999998
38839.8229229147,0.285,0.55,0.24489000000000002,0.5433600000000002
40211.58909053974,0.225,0.52,0.23787,0.5403300000000001
39129.543403375435,0.285,0.52,0.23909500000000003,0.5398
38991.500494840395,0.28,0.57,0.23645499999999997,0.53673
40698.30680074969,0.235,0.51,0.22868,0.5395399999999999
38075.87786324301,0.255,0.57,0.25088499999999997,0.5410699999999999
39097.88144800672,0.34,0.52,0.24499500000000002,0.54241
41565.9711842949,0.3,0.5,0.228645,0.53691
38787.38208587238,0.235,0.57,0.24767499999999998,0.5411300000000001
38873.74500127486,0.32,0.59,0.24592000000000003,0.5420699999999999
39263.15046875036,0.32,0.54,0.24178,0.54025
38148.031210344096,0.295,0.53,0.24932,0.54431
40093.156553232984,0.365,0.51,0.228275,0.5404500000000001
41688.59409013583,0.285,0.54,0.23724,0.53976
38930.11119666315,0.24,0.5,0.23401499999999997,0.54198
39322.61324373755,0.21,0.56,0.244025,0.54137
38771.57402470998,0.23,0.57,0.23321000000000003,0.53876
39215.69797777843,0.25,0.54,0.23688,0.5431800000000001
37575.067610367696,0.33,0.57,0.245085,0.54223
38965.551140516174,0.165,0.6,0.239155,0.5390999999999999
37153.684269036545,0.26,0.51,0.25381,0.5413199999999999
40367.75708698563,0.17,0.55,0.22865,0.54427
40275.373252061894,0.28,0.51,0.235915,0.54176
39903.11922045064,0.335,0.5,0.237495,0.54428
37075.82597396574,0.32,0.56,0.24639,0.5455500000000001
39193.76915825745,0.355,0.53,0.246585,0.54464
39063.25212603191,0.32,0.59,0.25163,0.54225
38830.776832695454,0.23,0.52,0.23215499999999997,0.5435899999999999
38776.046162510174,0.335,0.54,0.246995,0.54371
39187.89893585269,0.245,0.51,0.236945,0.54249
39348.37661588679,0.155,0.6,0.24399500000000002,0.54444
40130.8248299508,0.25,0.59,0.238,0.5423399999999999
39228.84242313532,0.265,0.57,0.23217000000000002,0.5432400000000001
39532.33160579909,0.25,0.6,0.245975,0.5435399999999999
38352.71152529724,0.425,0.56,0.23775,0.54547
38637.458236133534,0.25,0.53,0.24241000000000001,0.54476
38041.22030342312,0.305,0.58,0.23906,0.54128
38187.52201534557,0.29,0.52,0.24081,0.54412
38834.687909486456,0.305,0.54,0.24172,0.5414300000000001
36692.02116121279,0.27,0.59,0.25578,0.54592
40940.98255060728,0.27,0.54,0.23429000000000003,0.5416300000000001
41227.56459933343,0.325,0.55,0.2363,0.54323
37463.16992650149,0.23,0.63,0.243285,0.54313
37811.04283475542,0.32,0.54,0.241385,0.5441699999999999
39045.17372099851,0.27,0.55,0.23257499999999998,0.54172
38391.02934610902,0.24,0.56,0.244125,0.54728
37616.6665829744,0.33,0.53,0.25011500000000003,0.5429100000000001
37185.16564937602,0.395,0.58,0.250505,0.54726
38616.48965964599,0.29,0.5,0.25077,0.54326
36992.76267788815,0.255,0.5,0.25327,0.54337
40463.76124704907,0.26,0.54,0.22863,0.5394500000000001
36742.738300289035,0.28,0.57,0.24372000000000002,0.5445099999999999
38139.97534296615,0.3,0.51,0.25245,0.5424399999999999
39448.3460618564,0.295,0.55,0.23199,0.5413499999999999
39339.46765654882,0.235,0.5,0.259305,0.54488
39393.14761008747,0.305,0.57,0.232535,0.5444399999999999
38789.93158601104,0.26,0.62,0.233,0.54123
37083.01468273964,0.28,0.5,0.246595,0.5468999999999999
37102.09503186669,0.31,0.52,0.247305,0.5419200000000001
39826.62033250471,0.255,0.51,0.23441,0.53932
39628.454652976085,0.22,0.56,0.22839500000000001,0.54492
38820.003264809566,0.33,0.62,0.23767,0.54233
38640.52694646562,0.25,0.57,0.23945,0.54427
38912.10392223952,0.305,0.53,0.23603,0.5402100000000001
37850.81761086937,0.295,0.55,0.24946000000000002,0.54467
37520.271722449674,0.255,0.54,0.25640500000000005,0.54466
38017.408963354785,0.3,0.57,0.2552,0.54477
38535.14691031643,0.255,0.53,0.24193,0.54547
38940.35382924993,0.215,0.5,0.23939,0.53774
36813.61685667254,0.34,0.57,0.24839499999999998,0.5463499999999999
39331.57239269548,0.365,0.59,0.22709,0.5406700000000001
39579.99323608517,0.285,0.54,0.230725,0.5427799999999999
40145.88931285136,0.275,0.51,0.22329500000000002,0.5383600000000001
38775.455777084586,0.225,0.55,0.23465500000000003,0.5442400000000001
38496.303491970284,0.25,0.52,0.230445,0.54146
39342.2971980778,0.3,0.56,0.24274,0.54526
37421.20523132774,0.215,0.54,0.24077500000000002,0.5419200000000001
39386.9114012419,0.265,0.5,0.229345,0.54348
39009.78029915223,0.285,0.51,0.23878,0.54732
39299.66395088316,0.28,0.54,0.236165,0.5428099999999999
36585.2484499111,0.325,0.51,0.25377,0.5438999999999999
36802.52038699121,0.26,0.51,0.24386000000000002,0.5458699999999999
40316.095604188515,0.19,0.56,0.2378,0.54073
38218.15450580971,0.295,0.55,0.24170499999999998,0.5443800000000001
39259.24714082366,0.325,0.52,0.244965,0.54309
37951.357966295516,0.3,0.55,0.24312,0.54455
38357.945277006394,0.255,0.52,0.25025,0.54457
38624.55142840299,0.275,0.57,0.23997,0.53798
40641.92814092208,0.33,0.54,0.23222,0.54061
38824.16903799935,0.235,0.5,0.25099,0.5428599999999999
38851.8110143082,0.285,0.58,0.22848000000000002,0.5455699999999999
39714.485328976145,0.16,0.57,0.22998500000000002,0.54249
37487.119361192366,0.31,0.55,0.24414500000000003,0.5441199999999999
38581.029206476014,0.305,0.53,0.239565,0.54131
39593.00923875374,0.25,0.53,0.23055,0.5390799999999999
38964.03010454366,0.235,0.52,0.23209,0.53925
41188.5183051935,0.19,0.58,0.22938999999999998,0.54028
39460.83353563797,0.195,0.55,0.23052999999999998,0.54216
40082.24622981115,0.265,0.64,0.230375,0.53982
39315.954803977176,0.235,0.51,0.232995,0.54052
41328.73714593756,0.205,0.51,0.232495,0.5388
37858.85095489932,0.245,0.54,0.25202,0.54102
38363.67613494488,0.24,0.55,0.243425,0.54599
39106.21141930836,0.315,0.54,0.23191,0.54014
39216.23890621215,0.32,0.53,0.23379999999999998,0.5412899999999999
39635.93057496209,0.255,0.57,0.24026,0.5401800000000001
37814.908344197975,0.225,0.5,0.24406,0.5449299999999999
39446.906892656785,0.26,0.51,0.22822,0.5436700000000001
38709.731760134964,0.21,0.53,0.23551499999999997,0.53816
39047.96241192598,0.33,0.54,0.24484000000000003,0.54545
39497.82403445151,0.285,0.51,0.23357999999999998,0.54446
37076.38068330122,0.265,0.52,0.244705,0.5431600000000001
39889.03577029557,0.29,0.55,0.239405,0.54393
39788.24424238778,0.235,0.56,0.24226000000000003,0.5414000000000001
40085.43886101585,0.25,0.52,0.239025,0.54272
39286.525800576164,0.25,0.53,0.23308999999999996,0.5395399999999999
39067.59662143387,0.28,0.56,0.24106,0.54393
37970.14484615112,0.27,0.58,0.248425,0.54508
37538.35206211235,0.34,0.57,0.24552499999999997,0.54231
40252.04981207407,0.285,0.51,0.238155,0.5429700000000001
39447.36443320061,0.215,0.6,0.232055,0.5438399999999999
39467.91570215539,0.305,0.57,0.24215,0.5414500000000001
40991.05726079299,0.23,0.55,0.245955,0.5427000000000001
40190.49032240623,0.24,0.51,0.23591499999999999,0.53884
38506.124581099015,0.245,0.51,0.251265,0.54402
40564.58589844011,0.345,0.53,0.24765000000000004,0.5424800000000001
40144.124607750324,0.255,0.52,0.23611500000000002,0.54448
37862.01405384236,0.265,0.57,0.242735,0.54563
40127.6747548407,0.22,0.58,0.23704,0.53847
39952.81590920138,0.24,0.55,0.22978,0.5439200000000001
36490.75527655681,0.26,0.51,0.246175,0.54737
39280.22727825444,0.235,0.51,0.234875,0.54422
39959.23344033961,0.32,0.52,0.23785,0.5428399999999999
38029.17844476842,0.235,0.52,0.24513,0.5452400000000001
38969.53725250301,0.265,0.57,0.244395,0.54023
39451.44568526284,0.325,0.59,0.24233,0.54167
38697.16640806842,0.245,0.61,0.24151999999999998,0.5441600000000001
38600.18826524074,0.27,0.51,0.246875,0.54325
40826.27493136315,0.275,0.6,0.23727999999999996,0.54471
39181.08362503778,0.29,0.58,0.245065,0.53874
40155.928783891424,0.255,0.53,0.2327,0.53967
40085.27799170155,0.29,0.64,0.2401,0.5423399999999999
36854.75918610346,0.29,0.53,0.24658499999999997,0.54675
40747.94804425792,0.265,0.54,0.22942,0.54193
37834.17947434817,0.22,0.55,0.24898,0.5458399999999999
38587.162444763984,0.27,0.6,0.237745,0.5433399999999999
38203.725336106996,0.32,0.61,0.24425,0.5434399999999999
38974.38453197575,0.25,0.58,0.24192000000000002,0.54393
37613.37139450865,0.33,0.57,0.25193,0.53854
38734.22266552516,0.335,0.5,0.245695,0.5432899999999999
37958.03511042976,0.255,0.59,0.24652,0.54247
38647.83817812029,0.22,0.62,0.241935,0.54226
39974.50068974125,0.255,0.61,0.23909000000000002,0.5408999999999999
37524.27083437034,0.275,0.53,0.255235,0.5483
38939.1241004913,0.25,0.51,0.244835,0.54259
38457.36989412649,0.3,0.52,0.23977500000000004,0.53841
42613.48608008158,0.285,0.55,0.22168000000000002,0.53426
38594.16684760095,0.32,0.53,0.25002,0.53859
39543.87833947805,0.25,0.58,0.23643,0.54033
40442.593483310804,0.275,0.51,0.23663,0.5390199999999999
38663.7833523069,0.36,0.5,0.22882,0.54361
38000.94450256105,0.25,0.61,0.24556,0.54318
39323.33950792528,0.265,0.53,0.23042500000000002,0.5424200000000001
38383.72041757506,0.25,0.53,0.24301999999999999,0.5414200000000001
36780.227968929416,0.255,0.57,0.24953999999999998,0.54495
36713.34945199046,0.35,0.6,0.24861000000000003,0.5435599999999999
37062.68291403851,0.255,0.56,0.245545,0.54153
40825.989269711325,0.235,0.54,0.242165,0.5388999999999999
39259.723489423064,0.225,0.51,0.24914499999999998,0.54264
38057.40963859123,0.21,0.58,0.24947,0.54389
39097.70954030624,0.24,0.54,0.23666500000000001,0.5414500000000001
39822.8555306599,0.225,0.51,0.24254499999999998,0.54287
37264.2550264852,0.205,0.51,0.252235,0.54471
39614.9106166247,0.265,0.55,0.24008,0.54238
40037.81885472764,0.38,0.64,0.23473000000000002,0.5394500000000001
38687.617482879825,0.2,0.53,0.23608,0.54258
38276.11565790944,0.245,0.56,0.25107999999999997,0.5448900000000001
39211.64636304011,0.27,0.53,0.230595,0.5416100000000001
39036.35547963093,0.15,0.63,0.23918,0.5421299999999999
39916.161125571314,0.2,0.58,0.23271499999999998,0.5392899999999999
39876.048329154364,0.21,0.53,0.23461500000000002,0.5421900000000001
40808.16921565542,0.275,0.56,0.22872,0.54173
38488.71899314592,0.305,0.53,0.23952500000000002,0.54191
40011.43982083269,0.285,0.61,0.23570000000000002,0.5426099999999999
40768.456373956775,0.325,0.53,0.230935,0.5363199999999999
38131.49778056219,0.255,0.6,0.23167500000000002,0.54299
38461.50219422752,0.245,0.53,0.24119,0.54362
39555.710943862345,0.27,0.51,0.23742500000000002,0.5388099999999999
40644.697655666736,0.195,0.52,0.229155,0.53995
39785.50133277131,0.235,0.52,0.23298,0.5384399999999999
39722.58570357888,0.305,0.53,0.23638,0.5403199999999999
39676.30746318797,0.26,0.53,0.238075,0.5398
39238.35999191901,0.23,0.53,0.24032000000000003,0.54444
37436.26320809184,0.31,0.52,0.25257999999999997,0.54486
38827.85866816247,0.25,0.51,0.23497500000000002,0.5418200000000001
40677.658397738596,0.265,0.54,0.23492500000000002,0.5432
36714.6690214565,0.32,0.56,0.25272500000000003,0.54486
37999.19758961447,0.165,0.56,0.235695,0.54328
38340.456553003896,0.195,0.6,0.24071,0.5430600000000001
37277.74798160264,0.25,0.52,0.24841500000000002,0.54203
39201.78926512244,0.265,0.65,0.241585,0.54298
39826.171251090884,0.23,0.52,0.242035,0.5403300000000001
37721.49338952846,0.275,0.52,0.24756,0.54447
39114.158120301545,0.295,0.55,0.24893,0.53955
39416.87886245887,0.275,0.55,0.24458500000000002,0.5449400000000001
37569.40544693259,0.385,0.51,0.24812,0.5493300000000001
39008.7301630442,0.285,0.54,0.252955,0.5421900000000001
38160.90660542531,0.22,0.53,0.25211500000000003,0.54173
38063.485000437184,0.26,0.62,0.24041500000000002,0.54322
39315.64931007108,0.24,0.59,0.23614999999999997,0.5398099999999999
39033.2280038029,0.23,0.51,0.24154499999999998,0.53931
39172.26272951869,0.29,0.59,0.24246000000000004,0.54464
38665.38542230153,0.295,0.51,0.23707499999999998,0.54265
38404.70700344259,0.245,0.55,0.24242000000000002,0.54436
37652.35230700883,0.25,0.56,0.232525,0.54396
38143.08337235112,0.275,0.51,0.24766,0.5418499999999999
37972.489297449545,0.425,0.52,0.24218,0.5440699999999999
39858.10779942373,0.35,0.53,0.23351,0.5398099999999999
40734.09657514632,0.285,0.61,0.23643,0.5425699999999999
38834.610732264555,0.315,0.53,0.23227499999999998,0.53846
38866.88686108702,0.26,0.55,0.244445,0.5433499999999999
38136.63882648381,0.31,0.57,0.242905,0.54224
37279.59874127188,0.21,0.53,0.23896000000000003,0.54562
38898.572880214975,0.25,0.53,0.23689000000000002,0.53895
36032.87800577488,0.2,0.65,0.25133,0.5445800000000001
37586.167815415436,0.235,0.58,0.24225,0.54699
40406.20710339356,0.29,0.6,0.23503,0.54174
39227.09015781566,0.29,0.52,0.24229000000000003,0.5408299999999999
38789.83414838703,0.365,0.63,0.24189000000000002,0.54373
38431.210391006694,0.335,0.56,0.25031,0.5408
37441.73616664712,0.31,0.52,0.22945,0.53934
37485.78399278494,0.28,0.53,0.23521,0.54482
39230.79013905629,0.225,0.57,0.23829,0.54076
38298.40878834779,0.235,0.51,0.24780000000000002,0.54582
39324.35134103948,0.245,0.52,0.246705,0.54401
38843.29804271974,0.235,0.51,0.24384500000000003,0.5463900000000002
37902.48331107847,0.345,0.57,0.23914,0.5395
39307.97428272584,0.24,0.5,0.237605,0.54153
37147.79871088057,0.295,0.53,0.240215,0.5415500000000001
38736.79805932697,0.285,0.51,0.24157499999999998,0.5411800000000001
37810.764788490764,0.34,0.6,0.255515,0.54553
39062.17592894977,0.335,0.52,0.23909000000000002,0.5394800000000001
41814.08043968606,0.27,0.61,0.226405,0.53676
37900.919065517126,0.28,0.52,0.247025,0.5439200000000001
39156.32886891633,0.265,0.56,0.22032500000000002,0.53972
38355.74080149624,0.33,0.52,0.24223,0.5438399999999999
36879.804461156345,0.285,0.52,0.25421,0.5452
40230.62607663112,0.325,0.52,0.23107,0.54276
39707.25004688736,0.265,0.52,0.23541000000000004,0.5415300000000001
38661.20594115136,0.255,0.51,0.23918999999999999,0.54084
40898.97306768029,0.335,0.5,0.23807499999999998,0.5394000000000001
39517.784569673226,0.235,0.58,0.22057000000000002,0.53712
40811.830691642055,0.29,0.55,0.23276000000000002,0.5376099999999999
39342.06993084621,0.265,0.63,0.24829500000000002,0.54319
38272.86039848908,0.34,0.56,0.242375,0.5431900000000001
37481.680197595706,0.3,0.52,0.247125,0.54492
37332.87262137945,0.34,0.63,0.243,0.54224
36579.71840202842,0.24,0.5,0.25777,0.54543
35540.60216988799,0.185,0.61,0.25697000000000003,0.5448099999999999
39297.934283170136,0.345,0.59,0.24387999999999999,0.5437000000000001
38503.89378488631,0.275,0.51,0.23926,0.5412100000000001
40870.60706067957,0.215,0.57,0.22835,0.54046
37247.29947946871,0.36,0.54,0.25742999999999994,0.5467900000000001
39379.599127112095,0.315,0.56,0.24143,0.54262
39195.75020193107,0.24,0.58,0.24518,0.54344
38321.31683770013,0.225,0.55,0.243685,0.5464200000000001
39347.72981066393,0.295,0.63,0.22982500000000003,0.5397000000000001
37986.26127273387,0.365,0.61,0.23991500000000002,0.5423
40061.97708821761,0.31,0.61,0.22923000000000002,0.53965
40054.754917404294,0.24,0.5,0.22285000000000002,0.5391800000000001
38208.515744300596,0.28,0.51,0.23414000000000001,0.5444199999999999
37170.55824691577,0.275,0.52,0.249235,0.54211
40533.334048921824,0.245,0.58,0.23143,0.5422899999999999
38839.1595506157,0.155,0.51,0.22822499999999998,0.54091
39006.88630199492,0.28,0.63,0.25651999999999997,0.5477000000000001
37515.461724782275,0.24,0.55,0.24155999999999997,0.54053
37760.331435774875,0.16,0.64,0.24921,0.54322
39608.19110881578,0.29,0.56,0.23585499999999998,0.54077
37499.20813939716,0.23,0.5,0.242475,0.54713
37846.74260727133,0.25,0.57,0.24684,0.5439100000000001
40037.104741810086,0.33,0.53,0.24823,0.5421099999999999
38005.5230542376,0.225,0.51,0.23039,0.54333
38905.83614354805,0.325,0.55,0.23426,0.54502
37822.965728953925,0.26,0.53,0.23997500000000002,0.54452
40312.4541103438,0.285,0.54,0.234945,0.5432400000000001
38388.636786555035,0.23,0.5,0.23977999999999997,0.5421400000000001
39234.267331242954,0.235,0.61,0.23249,0.54808
39612.01066997261,0.275,0.6,0.23266499999999998,0.5394500000000001
40175.83142138884,0.235,0.55,0.23303000000000001,0.54031
37175.26014604623,0.24,0.5,0.246985,0.5404200000000001
37201.99567800972,0.25,0.58,0.24812,0.5424200000000001
35889.15385042783,0.155,0.66,0.25907500000000006,0.5488500000000001
37360.323632483276,0.3,0.51,0.249245,0.54202
39842.54147566673,0.295,0.53,0.235685,0.54258
39414.4022355178,0.3,0.55,0.23320500000000002,0.54047
39052.52770428561,0.245,0.53,0.234555,0.54353
39065.72057486644,0.27,0.53,0.241115,0.5424500000000001
37319.20647498696,0.26,0.56,0.2393,0.54402
39925.37219557553,0.21,0.52,0.240135,0.5388499999999999
37573.5379710798,0.285,0.52,0.24643,0.54483
40656.74015818197,0.285,0.51,0.230035,0.54127
38985.01697110936,0.26,0.52,0.24107,0.54286
38012.12108546434,0.3,0.5,0.242205,0.54356
37884.89246542074,0.27,0.51,0.25483500000000003,0.54377
36186.600828936906,0.2,0.55,0.25188,0.5431
39106.262135379846,0.26,0.56,0.24036000000000002,0.5442400000000001
40791.39550304404,0.265,0.5,0.223995,0.54103
38816.34310990332,0.255,0.54,0.24241500000000002,0.5430699999999999
35753.34426211358,0.275,0.64,0.258165,0.54664
41543.22374724959,0.245,0.55,0.23166000000000003,0.53977
38340.157136628186,0.3,0.51,0.247785,0.54028
39815.68447077245,0.28,0.56,0.24482500000000001,0.53656
35485.061625378024,0.36,0.53,0.268365,0.54241
38351.431647699734,0.235,0.57,0.24972500000000003,0.5423699999999999
38429.73266571408,0.255,0.51,0.23907499999999998,0.5401399999999998
41222.247710408425,0.335,0.55,0.24295000000000003,0.54363
38649.03661113667,0.29,0.52,0.24769,0.5404599999999999
40225.38125722534,0.36,0.51,0.248175,0.5431399999999998
37490.13152579076,0.275,0.52,0.24701,0.5434300000000001
37148.97720411743,0.24,0.58,0.24854500000000002,0.5449200000000001
38499.06127611137,0.29,0.51,0.24525,0.53928
38242.68677264657,0.34,0.52,0.24874000000000002,0.54635
37337.34250291526,0.255,0.53,0.248565,0.5425099999999999
39934.074839127614,0.235,0.54,0.23289500000000002,0.5404300000000001
38928.781146502726,0.255,0.5,0.23531,0.5446599999999999
38587.27820663225,0.26,0.61,0.24842000000000003,0.54541
42019.43764095761,0.23,0.54,0.21933499999999997,0.5389100000000001
38048.84436161341,0.31,0.57,0.24564,0.54489
39900.91340460774,0.305,0.54,0.224265,0.54096
38917.12378133088,0.215,0.51,0.24321,0.5454200000000001
38571.53428258693,0.3,0.58,0.24894500000000003,0.54368
38583.61066567719,0.285,0.54,0.24073,0.5425099999999999
39364.75539496161,0.24,0.55,0.24538,0.5406599999999999
